序号,类型,点位名,上杆设备朝向,天准IP,球机IP,8mm相机编号,25mm相机编号,设备箱编号,8mm盲区（米）,25mm盲区（米）,8mm俯角,25mm俯角,雷达俯角°,8mm离杆距离,25mm离杆距离,雷达离杆距离,雷达北纬,雷达东经,utm_x,utm_y
1,路灯,DRSU3,东,,/,401,614,,20,50,14.8,3.7,87,1.05m,1.35m,1.2m,"30°43'31.757""","120°30'18.910""",237236.55,3346973.95
